test.fold,fold.type,out.name,loss,val_loss,epoch
1,Lon,Multi-task,0.0351045019924641,0.0182993989437819,1
1,Lon,Multi-task,0.0142270382493734,0.0116066252812743,2
1,Lon,Multi-task,0.0123151177540421,0.01106973644346,3
1,Lon,Multi-task,0.0114958733320236,0.0105817448347807,4
1,Lon,Multi-task,0.0110122347250581,0.0104778604581952,5
1,Lon,Multi-task,0.0106642805039883,0.010444400832057,6
1,Lon,Multi-task,0.0104729700833559,0.0102345328778028,7
1,Lon,Multi-task,0.0102315759286284,0.010294490493834,8
1,Lon,Multi-task,0.0100864488631487,0.0101837245747447,9
1,Lon,Multi-task,0.00997404661029577,0.0101573104038835,10
1,Lon,Multi-task,0.00993642769753933,0.0100641325116158,11
1,Lon,Multi-task,0.00983062665909529,0.0100870467722416,12
1,Lon,Multi-task,0.00975524168461561,0.0100689632818103,13
1,Lon,Multi-task,0.00970832165330648,0.00995290838181973,14
1,Lon,Multi-task,0.00965416245162487,0.00997540261596441,15
1,Lon,Multi-task,0.00963400490581989,0.00983964279294014,16
1,Lon,Multi-task,0.00955688860267401,0.0098522026091814,17
1,Lon,Multi-task,0.00953623652458191,0.00987623259425163,18
1,Lon,Multi-task,0.00950775481760502,0.00988391414284706,19
1,Lon,Multi-task,0.00948711484670639,0.00974808260798454,20
1,Lon,Multi-task,0.00943223759531975,0.0097024068236351,21
1,Lon,Multi-task,0.00940724089741707,0.00986961927264929,22
1,Lon,Multi-task,0.00938026327639818,0.00967533327639103,23
1,Lon,Multi-task,0.00937116984277964,0.00977615267038345,24
1,Lon,Multi-task,0.00932175852358341,0.00966505706310272,25
1,Lon,Multi-task,0.00932138785719872,0.00963828153908253,26
1,Lon,Multi-task,0.00928806979209185,0.00963902659714222,27
1,Lon,Multi-task,0.00929362885653973,0.00959306117147207,28
1,Lon,Multi-task,0.00924696307629347,0.00963742192834616,29
1,Lon,Multi-task,0.00922857411205769,0.00961295794695616,30
1,Lon,Multi-task,0.00920632854104042,0.00961408484727144,31
1,Lon,Multi-task,0.00917552784085274,0.00950541533529758,32
1,Lon,Multi-task,0.00917638558894396,0.00961577240377665,33
1,Lon,Multi-task,0.00917655974626541,0.00947263464331627,34
1,Lon,Multi-task,0.00917373690754175,0.00962180458009243,35
1,Lon,Multi-task,0.00913394056260586,0.00950297433882952,36
1,Lon,Multi-task,0.00911640748381615,0.00947404373437166,37
1,Lon,Multi-task,0.0091119073331356,0.00950471591204405,38
1,Lon,Multi-task,0.00911769829690456,0.00952577125281096,39
1,Lon,Multi-task,0.00907349959015846,0.00945087801665068,40
1,Lon,Multi-task,0.009086306206882,0.00948271621018648,41
1,Lon,Multi-task,0.00906187482178211,0.00941882748156786,42
1,Lon,Multi-task,0.0090537965297699,0.00944753363728523,43
1,Lon,Multi-task,0.00901854503899813,0.00947148725390434,44
1,Lon,Multi-task,0.00903253722935915,0.00939072854816914,45
1,Lon,Multi-task,0.00903328135609627,0.00932698789983988,46
1,Lon,Multi-task,0.00899230968207121,0.00938648451119661,47
1,Lon,Multi-task,0.00901428982615471,0.00938935950398445,48
1,Lon,Multi-task,0.00900456588715315,0.00944068189710379,49
1,Lon,Multi-task,0.00898564420640469,0.00938571058213711,50
1,Lon,Multi-task,0.00896430481225252,0.00942547991871834,51
1,Lon,Multi-task,0.00901189539581537,0.00939346849918365,52
1,Lon,Multi-task,0.00896611344069243,0.00937212258577347,53
1,Lon,Multi-task,0.0089615797623992,0.00934742949903011,54
1,Lon,Multi-task,0.00892460253089666,0.00939772557467222,55
1,Lon,Multi-task,0.00890590995550156,0.00935893133282661,56
1,Lon,Multi-task,0.00891644135117531,0.00933220982551575,57
1,Lon,Multi-task,0.00888437684625387,0.00938215292990208,58
1,Lon,Multi-task,0.00888601411134005,0.0093537587672472,59
1,Lon,Multi-task,0.00887141097337008,0.00932242255657911,60
1,Lon,Multi-task,0.00890092365443707,0.00935722608119249,61
1,Lon,Multi-task,0.00891034584492445,0.00930006522685289,62
1,Lon,Multi-task,0.00887237023562193,0.0093223312869668,63
1,Lon,Multi-task,0.00883750431239605,0.00938404072076082,64
1,Lon,Multi-task,0.00888968259096146,0.00933903641998768,65
1,Lon,Multi-task,0.00883102975785732,0.00930449273437262,66
1,Lon,Multi-task,0.00885461177676916,0.00932867359369993,67
1,Lon,Multi-task,0.00885751470923424,0.00935658626258373,68
