test.fold,fold.type,out.name,loss,val_loss,epoch
1,Lon,diffus,0.0715965554118156,0.0518190339207649,1
1,Lon,diffus,0.0413269810378552,0.0443764366209507,2
1,Lon,diffus,0.0374878719449043,0.040390782058239,3
1,Lon,diffus,0.0356208868324757,0.0424476712942123,4
1,Lon,diffus,0.0351219959557056,0.0406740382313728,5
1,Lon,diffus,0.0343165062367916,0.0407540276646614,6
1,Lon,diffus,0.0337301418185234,0.0393682457506657,7
1,Lon,diffus,0.0338534191250801,0.0400257408618927,8
1,Lon,diffus,0.0332107283174992,0.0367551036179066,9
1,Lon,diffus,0.032943669706583,0.0376385785639286,10
1,Lon,diffus,0.0329708270728588,0.0374605022370815,11
1,Lon,diffus,0.0327727273106575,0.0371450148522854,12
1,Lon,diffus,0.0325769037008286,0.0378565117716789,13
1,Lon,diffus,0.0323805138468742,0.0387528017163277,14
1,Lon,diffus,0.0324296280741692,0.0385333374142647,15
1,Lon,diffus,0.0323647819459438,0.03629145398736,16
1,Lon,diffus,0.0321348160505295,0.0360510982573032,17
1,Lon,diffus,0.0319465361535549,0.0362322069704533,18
1,Lon,diffus,0.0320189297199249,0.0363556630909443,19
1,Lon,diffus,0.0318425819277763,0.0359086766839027,20
1,Lon,diffus,0.0317831374704838,0.0362990945577621,21
1,Lon,diffus,0.0316972658038139,0.0368734337389469,22
1,Lon,diffus,0.0316107645630837,0.0355417765676975,23
1,Lon,diffus,0.0315415672957897,0.0358284860849381,24
1,Lon,diffus,0.0313057824969292,0.0362733975052834,25
1,Lon,diffus,0.0313920378684998,0.0362546220421791,26
1,Lon,diffus,0.0313649959862232,0.0360763557255268,27
1,Lon,diffus,0.031246131286025,0.0382876060903072,28
1,Lon,diffus,0.0312935896217823,0.0357723608613014,29
1,Lon,diffus,0.0310469884425402,0.0365010276436806,30
1,Lon,diffus,0.0310798585414886,0.0348955579102039,31
1,Lon,diffus,0.0309505946934223,0.0348976776003838,32
1,Lon,diffus,0.030839703977108,0.0350134968757629,33
1,Lon,diffus,0.0308255683630705,0.0378833375871182,34
1,Lon,diffus,0.0306792054325342,0.0367226675152779,35
1,Lon,diffus,0.030568627640605,0.0366459935903549,36
1,Lon,diffus,0.0305826403200626,0.0347596667706966,37
1,Lon,diffus,0.0305369198322296,0.0368553064763546,38
1,Lon,diffus,0.0305066537111998,0.0355635248124599,39
1,Lon,diffus,0.0302270259708166,0.036822471767664,40
